評論者,評等,評語
張嘉巖,3,種類較不豐富，裝潢及環境很好
Carol Tseng,4,少部分餐點（如：雞肉）有些乾口味可以更改進服務好、餐盤整理迅速用餐場合的氣氛很棒
林盛,5,(由 Google 提供翻譯) 新鮮食材(原始評論)食材新鮮
Xin,4,食物種類多 好吃 推薦生魚片 蛤蜊湯 茶碗蒸 牛肉 烤鴨 甜點蛋糕 櫻桃派 重乳酪蛋糕 哈格達斯冰淇淋 😋
蔡武雄,3,價格跟食材對等
吳宗翰,4,食物種類不多，但都很好吃，不過若相對價格，CP沒有很高，跟去年來吃時比，飲料區跟炸物區變得沒那麼好，其他區都差不多，但服務人員態度不錯，有機會是可能再光顧。
minchen wu,4,還不錯，但是偏貴
Rico Chang,4,菜色豐富環境寬敞價位可接受但廝殺感強烈。
林啟聖,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Tony Tsai,3,餐點種類很多，西瓜汁是新鮮的，喝的到果肉！有哈根達斯冰淇淋可以吃！海鮮不夠新鮮就是了...吃螃蟹的話要考慮一下！！
Orandoo Chen,4,(由 Google 提供翻譯) 好多料理！好多人！(原始評論)好多料理！好多人！
Doris Chang,4,相對板橋分店cp值高，篩子牛肉很好吃，肉很有汁，海鮮也新鮮。
賴怡安,2,跟當初相比差很多了
你這個壞東西,4,來這可以吃很撐~
許恆瑜,4,菜色多樣，新鮮美味，有素食餐點
TV綜藝節目,3,很普通晚上時段菜色沒甚麼特別的
李可雲,4,蠻不錯的用餐環境 食物種類多樣化 很棒！
Anne Chou,5,大推骰子牛、鹽酥蝦、鮭魚&鮪魚生魚片、山藥蛤蠣排骨湯、鴨肉捲餅、叉燒與油雞、炒冰與起司很不錯。
Jared Lee,3,(由 Google 提供翻譯) 食材一般般(原始評論)食材一般般
林益仁,1,昨日去吃過，連平日晚餐檯面東西都補不齊，一直在等師傅補足壽司的亮，卻愛補不補的。
Jason Chueh,3,食物種類還算多，但想吃的就那幾樣
WeiLun Lai,3,標準的buffet但，但這幾年相對無太多變化，反而因為成本考量有所縮減。
馮可貞,5,(由 Google 提供翻譯) 菜色多，美味(原始評論)菜色多，美味
簡旭政,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
隋孟君,3,東西不錯吃，吃到飽
Please Sitdown,4,跟其他分店比起來食材算不錯，比信義店差。缺點是燈光昏暗，很容易吃飽，哈根太硬挖不動，優點是人很少，炸蝦生魚片都不太需要排，收盤子超快。註：我是平日下午茶。
duncan chiou,5,"餐點好吃選擇多,服務人員態度好,價格與其他自助餐相比十分划算,推薦"
Jim,4,有些時段人潮眾多 某些食物會常常空著但是總得來說 還是一間高質量的餐廳
徐毓聯,1,價位跟食材不成正比
王耀章,4,食材多又新鮮
Allen Chan,4,餐點非常多樣化，餐點美味
劉凱樂,5,(由 Google 提供翻譯) 好多好吃的喔!!!(原始評論)好多好吃的喔!!!
Daemon Little,4,CP值還不錯，乾淨，空盤收的很快，不過似乎品項一年比一年少。
曹郁羚,1,3月初一家人開心去用餐到餐廳時已1點了不知道該餐廳有清場，我們一點才進去2點清場一小時選食物這樣跟本吃不到什麼家人也沒吃飽在說桌上食物也還沒用完就被清場，這讓消費者的心裡很不舒服，我們以為是跟桃園那家一樣就算是一點進場也會告知2點前拿完食物也會彈性時間延長30分鍾，希望服務員在消費者要進場用餐時如像是時間緊迫時可先告知有清場或健意改用下午茶這樣才不會讓消費者花錢花的不舒服
Elain Wu,4,選擇多多 口味尚可
fang C,3,烤鴨捲、甜點類還不錯！
陳志瑋,4,有點小間但東西蠻好吃的
曾秀珠,4,場地很大，菜色多樣，適合大團體聚餐。
呂金穎,5,東西多，品質有一定水準，整體CP值算高。
mark jan,3,食品樣式很多 但是沒有什麼好吃的
Irene Lu,4,饗食天堂若跟大飯店的buffet相比，CP值還算不錯：價格一半但表現不只一半（例：君悅凱菲屋每人一千八）。板橋店店員滿親切的，推生魚片跟生牛肉刺身。生日禮是一塊長相陽春的小蛋糕（似乎是提拉米蘇）和數包饗賓餐旅集團的茶包。
白荷,4,除了人多用餐要計時很討厭之外，中西餐點應有盡有，海鮮甜點讓人目不暇給~
增麒謝,1,(由 Google 提供翻譯) 不好餐食上很慢(原始評論)不好餐食上很慢
Ted Kao,3,菜色多交通又方便，想犒賞自己的話可以來此。
David Chen,4,種類超多，品質差，另因不限用餐時間，價格相對合埋。
Mandy Yen,5,好吃實惠
Stanley Chen,3,東西很多
yunyun lee,3,(由 Google 提供翻譯) 普普(原始評論)普普
Sam Wu,4,食材多樣，但不精緻。聚餐聊天好去處
康康康,5,好吃服務好
楊大衛,4,算是能輕鬆享用各式美食的好地方
Hsi Tsao,4,值得一遊，cp值高
Zhen Hui Lai,5,CP值算高，跟其他Buffet比起來。
阿瑩Yin Jiangxian,2,突然覺得這邊的響食不是想像中的好...((跟台中比的話= =
Hung Ming Chiu,3,聚會聊天氣氛不錯，吃的該有的都有
鄭仲育,4,肉和啤酒都無限
inshow yen,4,便宜，選擇多
Esther,5,挑高式空間 範圍很大、燈光設計讓氣氛很好、動線規劃不錯，屬於自助buffet，有中餐、下午茶、晚餐 三種時段，餐點種類眾多，除了有開胃小點主食小菜湯品，還有生魚片、現切肉片、多種口味起司片...等等各式餐點，吃飽了休息一下還有 飲品 甜點 蛋糕 哈根達斯冰淇淋任你吃，蠻適合聚餐的吃到飽地點。
ANNIE HAN,4,好吃，菜色新鮮
Henry Chang,5,東西很多，口味也不錯
張元復,4,選擇眾多、補菜快速
Daniel Chang,4,食材種類多，空間也寬敞，不過恰巧看到工作人員在廁所抽煙，讓人覺得這家店的管理需要檢討
林大欽,4,菜色豐富、停車方便
9915商店,4,每樣東西都很好吃
Tos三明治,4,還不錯
Autumn Chen,5,交通便利，口味多樣化
王怡雯,3,食材不多、選擇性少，海鮮不是很新鮮
王格,4,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
Rick Lee,3,(由 Google 提供翻譯) 好吃(原始評論)好吃
Vincent Chou,4,食材新鮮且品類繁多，唯假日需預約。
達叔,5,(由 Google 提供翻譯) 人很多(原始評論)人很多
王王明智,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Lan Huang,5,料理多 在百貨公司裡 停車方便
Axl Lin,4,餐點多樣，味道不錯
朱軒衛,4,"很好吃,只是補食物有點慢......"
kenny ke,4,菜色沒什麼變
林永甲,4,東西很齊全
##,5,好吃總類多
Hildy Chen,2,有點每下愈況
吳正仲,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
張淑華,4,食物種類多樣，吃到飽蛋糕精緻，場地舒適
Justin Cheng,3,(由 Google 提供翻譯) 一般般(原始評論)一般般
eric sakura,4,東西多而且新鮮，服務也非常好，就是座位稍微擁擠了點
Maggie,4,價格合理，菜色多樣
Meiyu Changchien,4,中式餐點不錯，日式料理部份尚可，家庭聚餐老少皆宜！
doqi Chen,5,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
Ren-Yan Shieh,2,還好
張瑜芳,4,雖然不便宜，但是還蠻好吃的。
陳人間,4,基本不錯，菜色可以每季多些變化
Steven Chai,4,服務和菜色都 不錯
妞姆,2,什麼都普通不難吃，但是也都不好吃。
Johnny Lee,4,吃到飽讚
Karl Chen,5,菜色豐富
許家豪,1,東西好少。。。別去這家
cynthia cho,3,門口服務不親切，內場人員很棒
Yichao Li,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
孫大山,4,吃到飽下午茶聚餐的好地方，菜色多樣化，場地空間大，取餐區挑高更顯大器
JH L,4,乾淨。菜色還可以再更多。
Koei Lin,4,東西多樣，品質尚可，生魚片搶到來不及補。
簡Mars,5,好吃，聚餐的好選擇。
均翰,4,吃到飽的選擇
Kenny,4,(由 Google 提供翻譯) 人多(原始評論)人多
林妹妹,5,東西新鮮好吃❤️
劉賢成,4,吃到飽食材新鮮，坐位寬敞，服務人員態度親切。
仙貝,2,(由 Google 提供翻譯) 螃蟹消毒水味太重(原始評論)螃蟹消毒水味太重
zong ming,1,菜色無變化  假日台上都沒菜
Lisa,4,用餐環境舒適食物選擇很多
厂,5,好吃 種類多樣 熱食區很好吃炒冰很弱 還是直接吃冰比較好吃 可嘗鮮而已
J,5,沒有現時的吃到飽消費方式超暖心！！
Justin 假私釘才 Hung,3,沒有生蠔，生魚片種類太少
Jesse Tsai,4,食物選擇多
Cha Monster,3,(由 Google 提供翻譯) 可以吃(原始評論)可以吃
Lydia yu,4,場地夠大，多次平日晚上去用餐都客滿，但動線設計不會因為人多，而不放便拿取食物，雖然人多，但每次等一下就可以拿到想吃的食物， ⋯⋯更多場地夠大，多次平日晚上去用餐都客滿，但動線設計不會因為人多，而不放便拿取食物，雖然人多，但每次等一下就可以拿到想吃的食物，非常滿意。服務人員整理桌面也非常勤快。甜點都非常好吃^^
陳乙廷,5,家庭聚會好地點
蔡志強,4,(由 Google 提供翻譯) 好吃，推(原始評論)好吃，推
EthanRock730,4,(由 Google 提供翻譯) 不錯(原始評論)nice
梓童,4,菜色豐富，好吃
李幸福,3,(由 Google 提供翻譯) 美食(原始評論)美食
葉永勝,4,有時候海鮮雷雷的...超推生巧克力!!
何俊平,3,下午茶場雖然不是用餐時間，但是菜色跟正餐差不多，
吳逸允,5,相當豐盛
Aaro H.,4,吃到飽餐廳
胖胖升,4,空間大  東西總類多
Rainnie chiu,4,生魚片新鮮但有點小片，蛤蜊湯很甜好喝，海鮮巧達濃湯料多湯濃，骰子牛太熟，哈根冰淇淋有點難挖，食材整體還不錯，但服務人員素質不一。
Nick Lo,4,菜色豐富，吃要有計劃喔
Chuang LING MIN,4,每個食物區櫃台的動線設計很棒，拿取食物非常方便，cp值高~
Vivian Hung,5,吃的好飽
Joanne Lin,3,(由 Google 提供翻譯) 去了很多次板橋店，海鮮的食材就是沒新竹店好。週日又去用餐，發現螃蟹都不新鮮，不是有腥味就是肉質粉粉無汁，反應了之後…主管居然拿了兩隻『最新鮮』的蟹過來應付應付，之後檯面上的螃蟹肉質並無改進，依舊是那批粉粉不新鮮的貨。 …更多(由 Google 提供翻譯) 去了很多次板橋店，海鮮的食材就是沒新竹店好。週日又去用餐，發現螃蟹都不新鮮，不是有腥味就是肉質粉粉無汁，反應了之後…主管居然拿了兩隻『最新鮮』的蟹過來應付應付，之後檯面上的螃蟹肉質並無改進，依舊是那批粉粉不新鮮的貨。我從竹北迴板橋娘家，一個月至少也去貴餐廳用餐一次，是不是台北市的分店食材會不會比較好呢？饗食天堂中分店的地雷～每次去板橋都很讓人失望…(原始評論)去了很多次板橋店，海鮮的食材就是沒新竹店好。週日又去用餐，發現螃蟹都不新鮮，不是有腥味就是肉質粉粉無汁，反應了之後…主管居然拿了兩隻『最新鮮』的蟹過來應付應付，之後檯面上的螃蟹肉質並無改進，依舊是那批粉粉不新鮮的貨。我從竹北回板橋娘家，一個月至少也去貴餐廳用餐一次，是不是台北市的分店食材會不會比較好呢？饗食天堂中分店的地雷～每次去板橋都很讓人失望…
Fanny Fang,5,菜色多 吃很飽
魯艾瑋,5,東西好吃，食材也不錯，還有我最愛的烤牛肉
宋興民,4,家庭聚餐的好地方 食材 與價格都算OK
wan fen li,5,很豐富 ，好吃  ！！
黃威利,1,食材供應小器，差差差!!!
王耀祖,4,(由 Google 提供翻譯) 久久大吃一次，菜色多(原始評論)久久大吃一次，菜色多
Kevin Hsu,4,食材雖然並非頂級，但多樣性，氣氛佳，價位不會太高，還是經常人潮眾多
Celline Chen,3,公司聚餐就去了兩次，可以吃到飽，喝到茫喔
Frankie Liao,3,聽說高CP
簡安,5,氣氛佳 食材新鮮
Wei LEE,5,(由 Google 提供翻譯) 好吃喔(原始評論)好吃喔
許弘奇,4,考牡蠣好吃
葉淑琴,4,餐食選擇行多，品質還可，
顏之,5,CP值很高 讚!
謝俊雄,3,(由 Google 提供翻譯) 普普通通(原始評論)普普通通
沈修如,4,週末一定要提前預約，東西算新鮮而且多樣化，十分讚賞甜點櫃裡的甜點，焦糖布丁好吃
陳賢知,4,連鎖buffet餐廳，各式料理都有，價位中等，聚餐的好地點。
黃偉倫,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Miku Chen,5,CP值高的吃到飽！好吃～
蘇奕陽蘇,4,普普通通的吃到飽
陳 Chen立格 垓恪 Li Ger Gaiger,4,不錯
蔡懷中,3,食材不算少，東西都合格
kiki an,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Huhi Yuan,3,是不是不太新鮮
冰雪,5,價格平價環境舒適食材新鮮多樣
Tsuna Chang,4,菜色種類多，價位還可以，適合聚餐
顏心芳,1,超難訂位，接電話服務生超級沒有顧客至上觀念，若非老人家想去，真該是拒絕往來戶，夠刁難，訂位就是說教，什麼鬼玩意的在職教育。
Elly Hsu,3,樣式不多，蔬果汁很難喝。甜點不錯。壽司普普。哈根達斯大部分很硬難挖。
C Arthur,5,非常好的自助餐廳，非常高的性價比。服務好裝潢好，場地衛生。希望提供低卡可樂。
