評論者,評等,評語
Joanne chou,5,食材新鮮精緻 雖然漲價但餐飲品質也跟著提升不少
yang maggie,3,漲價了 去年買的禮券 要補差額才能使用 但菜色和去年差不多 沒有明顯感覺菜色升級
Zack,4,服務跟食物都有水準，食物補充的速度也不慢，只是假日時會有孩子在嬉鬧跑步，想要較為安靜的用餐環境可能要去信義店～
Anxar Mou,2,越來越嚴重的擁擠的人好多導致無法悠閒自在地享受美食，食材方面也有點下降的。也因為人越來越多所以衛生與服務方面也變差的。
Connie Chou,4,生魚片新鮮 熱食樣式算多 還有現打果汁和啤酒 沙瓦 海綿蛋糕有點乾 甜點還可以再加強
Giovanni Ardita,4,(由 Google 提供翻譯) 非常好(原始評論)Very nice
吳嘉泰,3,人潮沒有以前多，美食當前不用排隊，若是使用餐卷的人餐廳無提供停車折抵，自費找停車位
徐東耀,4,CP值不錯
張哲榮,4,物超所值，貴
徐銘健,3,還好
Janet Wang,4,除了水果有待加強、沒有雪糕吃、炸蓮藕補太少以外，其他都很滿意，餐廳明亮寬敞，取餐迅速不用排隊，甜點盤子很美，但約八點後補餐速度減緩，建議該時段越早來越好。
Chu Krista,4,(由 Google 提供翻譯) 尚可(原始評論)尚可
kung tai ming,5,很不錯喔
謝靜如,1,不愉快的用餐經驗，負責甜點區的男服務人員，態度極差。另外我們一再告知有當日壽星，服務人員也說會在用餐時提供蛋糕和小禮物，但一直到用餐結束，未見蛋糕和小禮物，直到我們要離去，詢問櫃臺人員，才給我們一盒茶包小禮盒，感覺很差，不會再去第二次了。
Jim Chen,2,食物乾淨，服務不錯，唯獨菜色在吃到飽裡面完全沒有特色，而且價格太高，我是吃下午茶所以依據假日下午茶的費用不如到晶華吃假日下午茶來的划算，簡言之就是這裡價格跟菜色眾合評比我覺得不及格，佐證就是以前我來的時候幾乎全部坐滿現在大約一半不到的人來吃（當然人少也許有其他問題，不過我的意見可以做個參考），故要來吃的話請三思。
M_M,5,晚餐可以吃4小時很讚、餐點選擇多👍🏻 繽紛野莓果茶好好喝、香甜爽口😋 當中最不滿意的就是炸蝦～平常在外面很愛吃炸蝦、但對饗食的炸蝦真的無感、吃一隻就好膩了～ 😖💦
Vivian Tseng,5,最愛的饗食天堂分店！各方面都很好
Gordon Ou,3,"大眾運輸及停車均方便,菜色較少."
陳穩如,5,"在台北地區多家饗食天堂中,大直店算是位置夠多、食材較豐富的，甚至在大約千元等級的歐式自助餐廳之中,這家也算是可推薦的一家。"
Dindin Huang,5,環境大，服務親切週到，食物多樣，用餐愉快！但蛤仔湯的蛤仔太鹹。
Allen Chin,5,(由 Google 提供翻譯) 餐廳很好(原始評論)restaurant is good
Brian,5,(由 Google 提供翻譯) 扺食自助餐(原始評論)扺食自助餐
Herbert Hsu,4,不錯的用餐環境! 吃粗飽的啦!!
盧薏婷,5,享受美食放鬆的好地方
Karin Lai,5,農曆年去用餐的，彩色多樣化，不同於一般buffet餐廳，勝過各大飯店，非常推薦!海鮮選擇非常多，且很新鮮，煎骰子牛軟硬適中，有調酒bar，冰品也很有特色，芒果冰及珍珠奶茶冰。
張能勝,4,之前來吃過覺得還好，聽說做了升級版，今天來吃，感覺各方面都有進步，食材與新鮮度都好很多，要說缺點嗎，熱食區的食物熱度保持差了點，不夠熱，感覺都快變冷盤了，整體來說值得再來。
陳奕賓,4,高級~好吃~
Zimo lin,4,空間寬敞舒適，菜色多樣好吃
溫學銘,5,美食選擇多，好吃服務好，態度超好
林奕亨,5,一貫的高CP值吃到飽餐廳
James Yao,3,(由 Google 提供翻譯) 餐一般(原始評論)餐一般
范鈵詳,4,比信義區那間好太多了
Ben Wang,4,多樣豐富。
黃暐斌,5,食材都很好 時間充足 心理不會有壓力
陳敬堯,5,價位合理，彩色精彩，值得一來。
吳世宗,2,雖然已經吃了三間饗食天堂了，但今天是2/28連假第一天，想說已經忘了饗食天堂的內容為何了，所以帶著老婆去吃這間回味一下，這間是我第一次嘗試，但也是最後一次了吧！第一個原因：野生西班牙螺這道菜⋯等把肉挖出來後便可發現幾乎每一顆螺都帶沙，還不是一、兩粒的那種。 ⋯⋯更多雖然已經吃了三間饗食天堂了，但今天是2/28連假第一天，想說已經忘了饗食天堂的內容為何了，所以帶著老婆去吃這間回味一下，這間是我第一次嘗試，但也是最後一次了吧！第一個原因：野生西班牙螺這道菜⋯等把肉挖出來後便可發現幾乎每一顆螺都帶沙，還不是一、兩粒的那種。第二個原因：裡面的人手似乎有點不足，常看到一個服務員顧2～3個位置，導致某些菜色水果嚴重短缺未補，尤其是水果的部分，那麼多盤果盤卻常常看到只有一、兩盤有一點水果，繞了好幾次後每次都是這種狀況。第三個原因：服務人員在櫃檯內嬉鬧那就算了，還大剌剌的在我面前出口成髒，我承認可能是因為有到那邊所以三字經不離口，但是請尊重你的職業，畢竟是服務業，怎可以在大庭廣眾之下罵的那麼大聲？第四個原因：裡面有幾道是蒸籠式的菜色，我看到很多人連提把都帶回座位上，也確定沒有標示寫著提把請勿帶回座位的字樣，所以我以為是整個帶回座位，沒想到過一會兒收餐盤的服務員收著收著就直接不客氣的告訴我說提把要拿回去放，要不是我太太跟我說算了，不然我應該會跟她沒完，因為沒標示清楚的是你們而不是我故意違反你們的用餐規則的好嗎，有本事妳就站在蒸籠區一個個提醒客人提把請勿帶走。以上就是我本人今日去該地點的親身體驗，純分享不喜歡請繞道。
Charlie Chiu,2,吃過別家的饗，這裡的空間有點狹小，東西也沒比較多樣，但是服務品質不錯。
蘇詠君,4,還可以，但真的吃超飽XD
kuoish kuo,1,衝著更新菜單而去吃平日下午茶，吃了好幾款菜色都不好吃（剛炸好的炸蝦麵衣軟爛又吃油.現切牛肉跟骰子牛都咬不斷），沙瓦系列飲料完全沒有味道，只有甜點在水準內，完全不會想再去吃第二次了
F.A Chen,4,還ok
楊添堡,5,用餐環境大，食物種類眾多，蝦子料理常缺貨，沒有生蠔
Wen Nai,4,(由 Google 提供翻譯) 平日下午茶，划算！(原始評論)平日下午茶，划算！
金帛盛,5,服務態度與菜色都是令人滿意的百匯餐廳
#KV,4,品質在饗食天堂體系我覺得最穩的一家，東西豐富，可以選擇自己想吃的吃
Foodie Life,4,大直這間饗食天堂的生魚片跟甜點的種類都比較多，且甜點較為精緻可愛，推薦給喜歡生魚片跟甜點的人。不過，若是想多吃Haagen-Dazs的人，我較不推薦大直店，因為這間店的冰淇淋種類蠻少，我覺得有些可惜。
Vicky Wang,1,副店長服務態度真的很差 不敢恭維 填寫問卷表明意見還擅自打電話給客人 根本是洩漏個資 可怕
Lee I am,2,人多到貼壁
Phone i,5,不輸美福
盧卡斯,5,最好的一家饗食
Yuan C,1,(由 Google 提供翻譯) 如果google可以打負評，一顆星都嫌多！副店長來結帳沒主動告知可否刷卡或其他方式。我們詢問時好像欠他錢一樣：「沒有line pay哦！只有google pay 、Samsung pay、apple pay 」隨之掉頭就走，一點禮貌都沒有。 …更多(由 Google 提供翻譯) 如果google可以打負評，一顆星都嫌多！副店長來結帳沒主動告知可否刷卡或其他方式。我們詢問時好像欠他錢一樣：「沒有line pay哦！只有google pay 、Samsung pay、apple pay 」隨之掉頭就走，一點禮貌都沒有。我們網路填寫問卷時填寫建議：「希望店家能『主動告知』有沒有任何手機支付服務」服務生沒多久來協調，雖然有點嚇到但是也馬上表明只是建議，因為有些像街口、line pay是有回饋金的，但這件事至此都並沒有不悅之處。-結果，回到家休息卻接到貴店來電，副店長直接打電話過來口氣很差的強調自己有告知刷卡或付現，本來就沒有另外給回饋，真的是莫名奇妙欸！第一我們是另外補充說明如果有手機支付，因為有回饋，會比較偏向此方式​​支付，並沒有凹優惠！第二 我們甚至跟服務生告知「沒有什麼特別的事」只是想詢問、加上想建議貴店主動告知手機支付的方式，客人就可以不用主動問了，這不是對於店家也是省了一道麻煩嗎？第三你說你有主動告知，那請問後來我們詢問時，你後來的「沒有line pay哦！只有google pay 、Samsung pay、apple pay 」是什麼意思？代表第一時間就沒有講清楚呀！強辭奪理！漏洞百出！-這些我們都不認為有任何大不了，重點是，副店長還打電話過來吵架幹嘛？你是要協調，告知你自己的想法，那非常ok但是口氣很差、甚至不清楚自己底下員工有來桌邊協調？搞不清楚狀況就打給客人叫囂？ ！我們是不是可以告你們公司洩漏客人個資啊？打過來不是要協調，也任何一句「打擾了」「不好意思」都沒有，直接打來就要表明立場！什麼意思啊！ ！ ！ 畢竟你們忙，我們也能體諒忙碌時不免會忽略笑容，身為「副店長」頭銜帶領著數十位在前線的員工們努力著如果連領導都失去了熱忱，何以稱為「服務業」？希望貴店能多聽聽客人的想法，-最扯的是從頭到尾對著電話一直先生長～先生短？連客人男女都不分了，你跟我說你記得你有講刷卡或付現？我是不相信啦！後來回電想說明情況，櫃檯人員不轉接主管也沒有聽完事情（其實如果忙碌也可以告知稍後回電給我們）什麼都沒有！ ，就以官腔統一回答方式應付，還說了因為桌邊服務生沒有告知主管才會有這種事發生。副店長身為主管，打給客人「協調」前就應該詢問桌邊服務生是否有異樣了吧？真的是非常瞎！苦了貴公司經營形像以及內場人員製作料理的一番辛勞，全都敗在這位「副店長」！(原始評論)如果google可以打負評，一顆星都嫌多！副店長來結帳沒主動告知可否刷卡或其他方式。我們詢問時好像欠他錢一樣：「沒有line pay哦！只有google pay 、Samsung pay、apple pay 」隨之掉頭就走，一點禮貌都沒有。我們網路填寫問卷時填寫建議：「希望店家能『主動告知』有沒有任何手機支付服務」服務生沒多久來協調，雖然有點嚇到但是也馬上表明只是建議，因為有些像街口、line pay是有回饋金的，但這件事至此都並沒有不悅之處。-結果，回到家休息卻接到貴店來電，副店長直接打電話過來口氣很差的強調自己有告知刷卡或付現，本來就沒有另外給回饋，真的是莫名奇妙欸！第一我們是另外補充說明如果有手機支付，因為有回饋，會比較偏向此方式支付，並沒有凹優惠！第二我們甚至跟服務生告知「沒有什麼特別的事」只是想詢問、加上想建議貴店主動告知手機支付的方式，客人就可以不用主動問了，這不是對於店家也是省了一道麻煩嗎？第三你說你有主動告知，那請問後來我們詢問時，你後來的「沒有line pay哦！只有google pay 、Samsung pay、apple pay 」是什麼意思？代表第一時間就沒有講清楚呀！強辭奪理！漏洞百出！-這些我們都不認為有任何大不了，重點是，副店長還打電話過來吵架幹嘛？你是要協調，告知你自己的想法，那非常ok但是口氣很差、甚至不清楚自己底下員工有來桌邊協調？搞不清楚狀況就打給客人叫囂？！我們是不是可以告你們公司洩漏客人個資啊？打過來不是要協調，也任何一句「打擾了」「不好意思」都沒有，直接打來就要表明立場！什麼意思啊！！！畢竟你們忙，我們也能體諒忙碌時不免會忽略笑容，身為「副店長」頭銜帶領著數十位在前線的員工們努力著如果連領導都失去了熱忱，何以稱為「服務業」？希望貴店能多聽聽客人的想法，-最扯的是從頭到尾對著電話一直先生長～先生短？連客人男女都不分了，你跟我說你記得你有講刷卡或付現？我是不相信啦！後來回電想說明情況，櫃檯人員不轉接主管也沒有聽完事情（其實如果忙碌也可以告知稍後回電給我們）什麼都沒有！，就以官腔統一回答方式應付，還說了因為桌邊服務生沒有告知主管才會有這種事發生。副店長身為主管，打給客人「協調」前就應該詢問桌邊服務生是否有異樣了吧？真的是非常瞎！苦了貴公司經營形象以及內場人員製作料理的一番辛勞，全都敗在這位「副店長」！
蘇媜心,4,"餐點和用餐環境還可以, 服務態度佳當天是用晚餐buffet, 有沙拉.熱食 .牛排.豬排.烤鴨.雞肉..羊排和海鮮.披薩. 湯品 .冷熱飲有啤酒..茶.咖啡... ⋯⋯更多餐點和用餐環境還可以, 服務態度佳當天是用晚餐buffet, 有沙拉.熱食 .牛排.豬排.烤鴨.雞肉..羊排和海鮮.披薩. 湯品 .冷熱飲有啤酒..茶.咖啡...最熱門的應該是烤蝦.烤魚.生魚片.握壽司, 還有現做的蛤蠣湯,人參雞湯餐飲品項很多, 另有現烤布蕾及多種精緻蛋糕可供選擇, CP值還可以另有停車優惠,在美麗華的後面, 停車很方便"
