評論者,評等,評語
劉明昆,5,好吃～常換菜色、要預約
Yi-Cheng Chiang,4,新鮮好吃
Hamson Tseng,1,建議大家去京站店，ATT店為了喝生啤要等一堆人調酒，京站店生啤是自助式的！
Arthur Huang,4,饗食天堂信義店場地不小，坐位安排適當，食材選擇多樣，口味良好，甜點飲料冰品，老中青均宜，性價比高，同學朋友，全家聚會，可列為選項。不會令您失望。
Ko Pui Fung,4,一間很不錯的自助餐餐廳。款式很多，口味也很有創意，唔算貴，比香港便宜很多。唯獨海鮮  不算好好新鮮，如果想飽餐一頓，係一個不錯選擇。😋
Alex,4,東西還算不錯吃
郭武隆,3,還不錯
Hsu Allen,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
barry cheuk,5,(由 Google 提供翻譯) 大(原始評論)Great
古紓綸,4,有調酒耶～適合我，雖然酒精很淡
周艾瑪兒,5,食材新鮮讚 焗烤生蠔超好吃😋
Allison Lin,5,偶爾放縱一下盡情大吃大喝，東西很多樣，服務人員們都非常親切，很棒。
Susan Fang,5,感覺一直在進步，食材新鮮，種類多，很值得再訪。
高民,5,多到不知該如何下手
Boris Siao,4,整體上還不錯上，餐點、品質、新鮮度尚可，美中不足的是蔬菜水果品項少
張豐麟,3,吃過，菜色尚可
James Feng,5,比漢來海港城好吃多了。
阿紫,5,目前心目中第一名吃到飽贏過君悅 晶華 艾美 艾麗！
林駿珅,3,這裡的海鮮(生)每次都吃到拉肚子 熟食的部分都很不錯 甜點則是見仁見智 盤子收很快這點我很喜歡 整體來說去那邊還是吃熟食就好 生的不要碰
Sylvia Shih,4,柳橙汁是現榨原汁好棒！熟食選擇很多，我不吃生食所以很滿意。壽司都沒有放芥末很貼心，有需要的自己另外添加即可。座位舒適，雪花冰很熱門。
許駿瑋,2,平日晚上晚上很多空位，兩位坐一張小桌位子很小，同區的兩位都是坐4人座位，希望能事先告知或詢問可否接受，不然感覺很差。餐點種類多，但味道普通海鮮沒有使用不評論飲料還有甜點是比較亮眼的地方
Youan Nieh,5,最近餐點種類進步很多，直逼饗饗，與其差距越來越小了。
朱銀珠,5,美味與歡樂的用餐環境
蔣鎧謄,5,符合價值~~~
ST Lau,3,中午時間比較人少，食物尚可。
錢穩中,4,種類豐富，大部分都有水準以上
劉家均,5,食物選擇多   環境整潔
林子斌,3,珍珠雪花冰的冰是片狀的
sweet candy,5,菜色多用餐環境好可惜我小胃哈哈
Jui-Chien Lin,5,食物類型多樣 場地和動線都不錯 吃起來很舒服
Rajawali Shinjie,4,(由 Google 提供翻譯) 👍👍非常好吃......(原始評論)👍👍Very very yummy...
Rick Shen,5,餐點好吃菜色多樣天使紅蝦肉多肥美羊肩跟牛排也很嫩
praveen rajneesh,5,(由 Google 提供翻譯) 它真的很棒。必須去的地方。(原始評論) …更多(由 Google 提供翻譯) 它真的很棒。必須去的地方。(原始評論)Its truly awesome. Must go place.
R Szeto,3,食物款式多，但質素普通。魚生壽司比較出色，其他菜式都做得不太好。
陳怡靜,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
小地球,4,海鮮不是很新鮮，熱菜好吃有水準，服務態度良好
顏文夙,5,家庭聚會的好地方
黑兔咪,5,吃的東西很多種直得去
Grace CHU,5,東西新鮮好吃，店員很貼心的幫我和老公安排舒適的位置！建議先預約，這樣不用現場排隊！
Jacky Lam,5,環境一流，食物豐富，價格合理
陳盈榕,5,東西都蠻好吃的，蛤蜊湯新鮮好喝!!
王怡君,5,收盤人員服務很好，空間舒適，適合聚餐
Carrie,4,食物多樣，cp值很高
蔡詠潔,5,(由 Google 提供翻譯) 好好吃(原始評論)好好吃
Jin Park,4,"(由 Google 提供翻譯) 5月19日，韓元每人剛好超過40,000韓元。我不知道兩次，但一次值得一遊。您不必著急，因為每個人都已經坐了很長時間。兩個小時後，我帶了帳單。然後簽入並等待。 …更多(由 Google 提供翻譯) 5月19日，韓元每人剛好超過40,000韓元。我不知道兩次，但一次值得一遊。您不必著急，因為每個人都已經坐了很長時間。兩個小時後，我帶了帳單。然後簽入並等待。(原始評論)19년5월 원화로 계산하면 주말 저녁 가격이 1인당 4만원 조금 넘는 정도입니다. 두번은 몰라도 한번은 가볼만합니다. 다들 먹고 오래 앉아있는 분위기니깐 서둘러 나가지 않으셔도 됩니다. 두시간정도 되어가면 계산서를 가지고 옵니다. 그럼 자리에서 계산하시고 기다리시면 됩니다."
Johnny Lin,4,偶爾吃才好吃
洪偉雄,3,大致上算OK 只是某些餐點水準在提高點 或許會更好
Ivy Chen,4,下午茶有點失望
Fulcrum Guan,5,目前個人吃過最佳Buffet菜色選擇眾多比起欣葉的Buffet菜色更精緻~
洪薇檸,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
verna lo,5,(由 Google 提供翻譯) VP直超高(原始評論)VP直超高
Corinne HSU,3,不錯
張祐豪律師,4,食物豐富 用餐環境優雅
翁金端,5,食材新鮮多樣.
Nook Gtrue,5,(由 Google 提供翻譯) 自助餐還提供啤酒，每人的價格根據時間而不同。如果晚餐是每人998泰銖，那是值得的。這裡有很多食物可供選擇：海鮮，日本料理，生魚，比薩，牛排，豬肉牛排，中國菜，北京烤鴨。味道很好。推薦 …更多(由 Google 提供翻譯) 自助餐還提供啤酒，每人的價格根據時間而不同。如果晚餐是每人998泰銖，那是值得的。這裡有很多食物可供選擇：海鮮，日本料理，生魚，比薩，牛排，豬肉牛排，中國菜，北京烤鴨。味道很好。推薦(原始評論)บุฟเฟต์ มีเบียร์ด้วย ราคาต่อหัวจะไม่เท่ากันตามช่วงเวลา ถ้าตอนมื้อเย็น ราคาคนละ 998 บาท จัดว่าคุ้มค่าอยู่นะ อาหารมีเยอะให้เลือกทั้งอาหารทะเล อาหารญี่ปุ่น ปลาดิบ พิซซ่า สเต๊กเนื้อ เสต๊กหมู อาหารจีน เป็ดปักกิ่ง มากมาย ของหวานสารพัด นานาชาติ เครื่องดื่มก็เยอะ รสชาติจัดว่าดีงามมากๆ แนะนำจ้า
KwanHun Lee,5,(由 Google 提供翻譯) 泡泡茶刨冰。在刨冰角的前面單獨訂購。順便說一句，螃蟹似乎營養不良。我沒有肉。 …更多(由 Google 提供翻譯) 泡泡茶刨冰。在刨冰角的前面單獨訂購。順便說一句，螃蟹似乎營養不良。我沒有肉。(原始評論)버블티 빙수. 빙수코너 앞에서 따로 주문.그나저나 크랩은 영양실조에 걸린듯. 살이 없네.
Hung Michael,5,一掃先前對饗食天堂的刻板印象，原先聽朋友說菜色不多，CP值不高，但當天感覺菜色應有盡有，非常豐盛，也沒有發現什麼食物涼掉的狀況，可惜花了滿多空間在喝酒，希望下次再訪能吃到更多種類！
Yating,4,餐點多樣，又好吃環境寬敞
廖家樑,5,良好的用餐環境 座位空間夠大 就是多消費也不能多抵停車費  最多只能底三小時 這需要改進的地方 所以吃完了就不能逛 要走了
Sue Chiou,3,(由 Google 提供翻譯) 上菜速度快(原始評論)上菜速度快
Mi M,3,(由 Google 提供翻譯) 我和一個住在台北的朋友一起去。如果您走得早一點，可以排成一行。吃各種各樣的東西很有趣。 …更多(由 Google 提供翻譯) 我和一個住在台北的朋友一起去。如果您走得早一點，可以排成一行。吃各種各樣的東西很有趣。(原始評論)台北在住の友人と行きました。少し早めに行くと並ばずに入れます。色々食べられて楽しいです。
何承豐,5,水準高級
simon lin,4,好吃，CO值還不錯
黃炫融,4,品質依舊，可惜現在沒餐卷能購買了
柯小姐,1,餐食的部份還不錯，但是哈根達斯冰淇淋依然非常硬，簡述我2年前親眼所見的，他們餐後服務生會把冰淇淋拿出冰櫃微溶後，再重新結凍，這時冰淇淋就硬到非常難挖，這次我沒吃，但同事說很硬很難挖。東區500元吃到飽的麻辣鍋店 ，哈根達斯鬆軟隨你挖，而名氣響亮收費不斐的連鎖店店卻怕別人吃？
Kevin Kao,5,家族聚餐好地點
秦志偉,4,盡情享受吧
Mei Bunny,3,冷食、熟食、飲品口味幾乎都還不錯，甜點普通（雖然種類不少），只有冰品需要會排隊，其餘餐點都很快就可馬上夾取，且補充效率也夠快，不常看到空著沒東西的情況。
Kevinblue Cheng,5,剛好挑選的座位靠窗，覺得景色優美，菜色也齊全好吃
wu selena,5,種類多、新鮮
楊文盛,4,環境舒適，但價格越來越貴，ＣＰ值下降
韋軒,4,熱食還不錯，甜點跟飲料稍為弱了一點，能改善就更好了
sasa life lee,5,食物種類多，但是座位離拿食物地方遠
巴德,5,這裡有很好吃的淡菜，而且有兩種調味，喜歡清淡的或是炒醬的都好吃，愛海鮮的朋友一定必吃
李軍翰,5,空間蠻寬敞、動線規劃也不錯、以吃到飽餐廳中的價位以及菜色種類多樣化，CP值算不錯的!
danny,5,菜色比幾年前進步不少，可是依然沒有鹹酥蝦
Ying Yi,4,干貝煎的熟度剛好，羊排可能是我這塊稍硬點，焗烤生蠔可能要注意一下品質，有些腥味有點重，人員服務態度很好，鐵板區的可能比較熱門稍微急躁了點，以前濕紙巾可以自己拿取，現在要跟服務人員索取，有事前打電話去跟服務人員說，家人有帶一個嬰兒車跟一個輪椅，並沒有給我們適合的位子，就是一般的座位，感覺有講沒講一樣，
Yinhsiao Kuo,5,不錯
何懷曦,3,(由 Google 提供翻譯) 好吃(原始評論)好吃
Le ni,3,水煮蝦泥腸大部分都沒清乾淨 影響食欲
張家勝,4,菜色豐富 衛生良好
장linda,5,喜歡這裡的菜色，合我胃口
廷華李,4,不錯吃的地方
我愛夏天,4,配合母親節活動，店員會幫每桌拍照，並立即印出來，感覺很貼心。
jill lin,4,食品多樣味道精美
小青黃,4,大台北吃到飽，CP值算高。餐點這幾年變化不大
남염기훈,5,"(由 Google 提供翻譯) 所有的食物都很新鮮，整潔，甜點很甜，服務也很好(原始評論) …更多(由 Google 提供翻譯) 所有的食物都很新鮮，整潔，甜點很甜，服務也很好(原始評論)모든음식이 대체로 신선,깔끔,디저트는 적당히 달고,서비스도 괜찮았어요"
Honestly Name a better place if you have one,3,"(由 Google 提供翻譯) 這個自助餐沒有什麼特別的。這個地方看起來很乾淨，工作人員很有禮貌，但是總體來說食物還不足。他們的蔬菜絕對沒有徹底清洗乾淨，有蟲子和沙礫。他們的壽司卷上仍用玻璃紙包裹，食材略有味道。通常，有太多的問題使體面的菜品被劣質的菜品所掩蓋。 …更多(由 Google 提供翻譯) 這個自助餐沒有什麼特別的。這個地方看起來很乾淨，工作人員很有禮貌，但是總體來說食物還不足。他們的蔬菜絕對沒有徹底清洗乾淨，有蟲子和沙礫。他們的壽司卷上仍用玻璃紙包裹，食材略有味道。通常，有太多的問題使體面的菜品被劣質的菜品所掩蓋。也許這對工作人員來說是個休假之夜，但是沒有足夠的積極因素來提出建議或重新考慮。如果您旅行了一點，那麼自助餐不會比中檔餐廳好。即使在這個價位，鄰國也有更好的自助餐。僅供參考：這個地方需要提前三天預訂。洗手間位於另一層。(原始評論)There is nothing exceptional about this buffet. The place looks clean, the staff are courteous but overall the food is less than impressive.Their vegetables were definitely not cleaned thoroughly, bugs and grits were present. Their sushi still had cellophane wrapping around the rolls and the ingredients tasted a little off. Generally there were just too many issues that the decent dishes were overshadowed by the bad ones.Maybe this was an off night for the staff but there just isn't enough positives to justify a recommendation or revisit.If you travel a bit then this buffet would be no better than a mid range restaurant. Even at this price point there are better buffets in the neighboring countries.FYI:This place requires 3 day advance reservation.Restroom is located on another floor."
蔡鐵橋,5,1、食品新鮮食材品質佳
徐子桓,4,意外地多人，請務必訂位。食材在水準上面
王明榮,5,菜色琳琅滿目 ，食材新鮮多樣 ，桌服親切 ，十分滿意～
陸大鵬,4,(由 Google 提供翻譯) 聚餐聊天的好地方(原始評論)聚餐聊天的好地方
踊健經絡導引許老師,4,用餐氣氛不錯 不像京站這麼擁擠 給他一個讚
CHIN FU CHEN,5,價位平實 東西好吃。
陳汝治,5,新鮮美味
Jane Huang,5,漲價了但還是不錯，服務也很好收盤很快，還有調酒可以喝（很不要臉的問他能不能調厚一點）。前幾週去因為些事難過吃完在座位上哭，服務生人很好給我新的紙巾，讓我對這家感覺很好。餐點方面發現焗烤生蠔一次只上兩個，這個做法真的相當贊同 ⋯⋯更多漲價了但還是不錯，服務也很好收盤很快，還有調酒可以喝（很不要臉的問他能不能調厚一點）。前幾週去因為些事難過吃完在座位上哭，服務生人很好給我新的紙巾，讓我對這家感覺很好。餐點方面發現焗烤生蠔一次只上兩個，這個做法真的相當贊同之前去吃別家饗食天堂好好排隊一堆人插隊用搶的，負責的人一直在說請排隊請往後面排隊沒人聽，我排第一個卻拿不到真的很讓人生氣，看到此篇的人請有所警惕一次放兩顆可以限制一次拿取的數量我認為滿公平的，不會說有人排很久吃不到（尤其被插隊的）私心給五星，服務業不好做尤其這種buffet戰場，加油
